,FUENTES_FINANCIACION,PERSONAS_A_CARGO,DIFICULTAD_PAGO_MATRICULA,TURNO_TRABAJO_ESTUDIO,TIPO_VIVIENDA_RESIDENCIA,ZONA_VIVIENDA_RESIDENCIA,VIVE_PADRES_FAMILIAR,SISBEN,NUM_HIJOS,VIVE_PERSONAS_MAYORES,VIVE_PERSONAS_PATOLOGIAS,VICTIMA_VIOLENCIA,FRECUENCIA_USO_CANALES_ATENCION,ORIENTACION_CAT,COMUNA,NIV_EDUCATIVO_PADRE_CAT,NIV_EDUCATIVO_MADRE_CAT,ES_VULNERABLE,ES_GRUPO_ETNICO,GRUPO_ETNICO_CAT,HORAS_FUERA_CASA,RECURSOS_TECNOLOGICOS,HERMANOS_CAT,CARGA_LABORAL,CARGA_HOGAR,CONDICION_DISCAPACIDAD,HABITOS_RIESGO,IMC_CAT,CIENCIAS BÁSICAS_bin,CIENCIAS BÁSICAS DE INGENIERÍA_bin,INGENIERÍA APLICADA_bin,INSTITUCIONAL_bin
115,Recursos propios,SIN_CARGAS,Si,Mixto,Propia pagada,Zona urbana,Si,No,0,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Básica,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,SOLO_SIN_NINOS,COGNITIVA,NINGUNO,BAJO_PESO,3–3.99,3–3.99,4–5,4–5
470,Recursos propios,CON_CARGAS,Si,Mixto,Arrendada,Zona urbana,No,Si,1,Si,Sí,No,Frecuentemente,Heterosexual,Comuna Norte,Media,Media,Sí,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,SOBREPESO,4–5,4–5,4–5,4–5
671,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Centro,Superior,Superior,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,3–3.99
649,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Oriental,Superior,Superior,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
527,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagandose,Zona urbana,Si,Si,0,No,Sí,No,Nunca,Heterosexual,Comuna Occidental,Superior,Superior,Sí,No,No étnico,MEDIO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,SOLO_SIN_NINOS,SIN,NINGUNO,BAJO_PESO,3–3.99,4–5,4–5,3–3.99
551,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,Si,0,No,Sí,No,Con poca frecuencia,Heterosexual,Comuna Sur Oriental,Media,Superior,No,No,No étnico,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,4–5
372,Recursos propios,CON_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,SOBREPESO,4–5,4–5,Sin nota,4–5
621,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Media,Básica,Sí,No,No étnico,MEDIO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,BAJO_PESO,3–3.99,4–5,3–3.99,3–3.99
538,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,No,0,Si,Sí,No,Nunca,No responde,Municipios Aledaños,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,4–5
323,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Centro,Media,Media,No,Sí,Étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,4–5,3–3.99,4–5
740,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,No,Sí,No responde,Frecuentemente,Heterosexual,Municipios Aledaños,Media,Media,No,No,No reportado,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,MULTIPLE,NINGUNO,BAJO_PESO,Sin nota,4–5,3–3.99,3–3.99
249,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,Heterosexual,Comuna Oriental,Básica,Media,Sí,No,No étnico,ALTO,SIN_RECURSOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
314,Otro / No aplica,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Occidental,Superior,Media,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,4–5,3–3.99,4–5
196,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagandose,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Oriental,Superior,Superior,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
454,Crédito,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,No,No,No,Frecuentemente,Heterosexual,Bogota,Media,Media,Sí,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,SOLO_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
460,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Oriental,Básica,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,SOBREPESO,3–3.99,4–5,4–5,4–5
100,Beca,SIN_CARGAS,Si,Mixto,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Oriental,Media,Básica,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
569,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Nunca,Heterosexual,Comuna Occidental,Superior,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
608,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,Sí,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Superior,Superior,Sí,No,No étnico,BAJO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,3–3.99
712,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Occidental,Superior,Superior,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,BAJO,NORMAL,Sin nota,4–5,3–3.99,3–3.99
660,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,BAJO,SIN_RECURSOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,4–5
440,Beca,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,Heterosexual,Comuna Oriental,Superior,Media,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
672,Recursos propios,CON_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No responde,Frecuentemente,No responde,Sin agrupar,Básica,Media,No,No,No reportado,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,MULTIPLE,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,3–3.99
162,Recursos propios,CON_CARGAS,Si,Mixto,Propia pagada,Zona urbana,Si,Si,0,Si,No,No,Casi nunca,Heterosexual,Comuna Sur Occidental,Básica,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,PARCIAL_1_20,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
360,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,Si,Con poca frecuencia,Heterosexual,Comuna Oriental,Básica,Básica,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,NO_TRABAJA,SOLO_SIN_NINOS,COGNITIVA,BAJO,SOBREPESO,2–2.99,3–3.99,2–2.99,3–3.99
36,Recursos propios,CON_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,No,No responde,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Superior,Superior,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,4–5,4–5
684,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona rural,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Sur Oriental,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,Sin nota,4–5,4–5,4–5
187,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,No,No,No,Con poca frecuencia,No responde,Comuna Sur Oriental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,PARCIAL_1_20,CON_NINOS_1_2,COGNITIVA,NINGUNO,SOBREPESO,2–2.99,3–3.99,3–3.99,3–3.99
144,Recursos propios,CON_CARGAS,Si,Mixto,Propia pagandose,Zona urbana,Si,No,1,No,No,No,Frecuentemente,Heterosexual,Comuna Norte,Superior,Superior,No,No,No étnico,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
155,Beca,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,No responde,Comuna Norte,Básica,Básica,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,NINGUNO,NORMAL,3–3.99,4–5,4–5,4–5
500,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona rural,Si,Si,0,Si,Sí,No,Casi nunca,Heterosexual,Municipios Aledaños,Media,Media,Sí,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
448,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona rural,Si,No,0,Si,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Superior,Superior,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
478,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,No,0,Si,No,No,Con poca frecuencia,Heterosexual,Municipios Aledaños,Media,Media,No,No,No étnico,ALTO,COMPLETOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
616,Otro / No aplica,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,No,Sí,No,Con poca frecuencia,Heterosexual,Comuna Centro,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,BAJO,NORMAL,4–5,4–5,4–5,3–3.99
596,Otro / No aplica,SIN_CARGAS,No,Mixto,Arrendada,Zona rural,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Sur Oriental,Básica,Básica,No,No,No étnico,ALTO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,SOBREPESO,4–5,4–5,4–5,4–5
77,Recursos propios,CON_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,No,0,Si,No,No,Nunca,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,ALTO,BASICOS,VARIOS_3_MAS,PARCIAL_1_20,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
530,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,Sí,No,Frecuentemente,No responde,Sin agrupar,Superior,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
509,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
729,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,Sí,No,Casi nunca,Heterosexual,Comuna Sur Occidental,Media,Superior,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,Sin nota,4–5,4–5,3–3.99
628,Recursos propios,SIN_CARGAS,No,Nocturno,Arrendada,Zona urbana,Si,No,0,No,No,No responde,Frecuentemente,Heterosexual,Comuna Sur Occidental,Superior,Media,No,No,No reportado,BAJO,SIN_RECURSOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,MULTIPLE,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
396,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,No,0,No,No,No,Nunca,No responde,Comuna Norte,Básica,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,NORMAL,2–2.99,3–3.99,4–5,4–5
182,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagandose,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Oriental,Básica,Básica,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,ALTA_>20,HOGAR_SIN_NINOS,COGNITIVA,MODERADO,NORMAL,3–3.99,4–5,4–5,4–5
111,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Básica,Básica,No,No,No étnico,ALTO,COMPLETOS,VARIOS_3_MAS,PARCIAL_1_20,CON_NINOS_3_MAS,COGNITIVA,NINGUNO,SOBREPESO,3–3.99,3–3.99,3–3.99,3–3.99
605,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,No,No,No responde,Frecuentemente,Heterosexual,Comuna Sur Occidental,Superior,Superior,No,No,No reportado,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,MULTIPLE,NINGUNO,NORMAL,4–5,4–5,4–5,3–3.99
150,Recursos propios,CON_CARGAS,Si,Mixto,Propia pagada,Zona urbana,Si,No,1,No,No,No,Casi nunca,Heterosexual,Bogota,Media,Media,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,BAJO,SOBREPESO,Sin nota,3–3.99,2–2.99,0–0.99
634,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No responde,Frecuentemente,Heterosexual,Comuna Norte,Media,Media,No,No,No reportado,MEDIO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,MULTIPLE,NINGUNO,NORMAL,3–3.99,4–5,4–5,3–3.99
714,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,4–5
519,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,Sí,No,Frecuentemente,Heterosexual,Comuna Oriental,Básica,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,SOBREPESO,4–5,4–5,4–5,4–5
216,Beca,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,No,Si,0,No,No,No,Nunca,Heterosexual,Comuna Sur Oriental,Media,Superior,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,PARCIAL_1_20,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,2–2.99,3–3.99,3–3.99,3–3.99
707,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Casi nunca,No responde,Comuna Oriental,Superior,Superior,No,No,No étnico,MEDIO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,Sin nota,4–5,4–5,4–5
682,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,-1,Si,Sí,No,Nunca,Heterosexual,Comuna Norte,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,SIN,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,3–3.99
553,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Oriental,Básica,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,3–3.99
447,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,No responde,Comuna Occidental,Básica,Superior,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
406,Beca,SIN_CARGAS,No,Diurno,Propia pagada,Zona rural,Si,No,1,No,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Media,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
701,Recursos propios,CON_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,No,No,Nunca,Heterosexual,Comuna Norte,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,4–5
345,Beca,SIN_CARGAS,Si,Mixto,Arrendada,Zona urbana,No,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Norte,Media,Media,No,No,No étnico,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,BAJO,SOBREPESO,3–3.99,3–3.99,3–3.99,3–3.99
336,Otro / No aplica,CON_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Sin agrupar,Media,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,4–5,4–5,4–5
686,Recursos propios,CON_CARGAS,Si,Diurno,Arrendada,Zona urbana,No,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Sin agrupar,Básica,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,ALTA_>20,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,Sin nota,4–5,3–3.99,3–3.99
665,Recursos propios,SIN_CARGAS,Si,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Norte,Superior,Media,No,No,No étnico,BAJO,BASICOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,Sin nota,4–5,4–5,4–5
731,Recursos propios,SIN_CARGAS,No,Nocturno,Propia pagada,Zona urbana,Si,No,0,Si,Sí,No,Con poca frecuencia,Heterosexual,Comuna Centro,Media,Superior,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,Sin nota,4–5,4–5,3–3.99
17,Otro / No aplica,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,No,0,Si,No,No,Casi nunca,No responde,Comuna Oriental,Media,Básica,No,No,No étnico,MEDIO,COMPLETOS,VARIOS_3_MAS,PARCIAL_1_20,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
41,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,No,No,0,No,No,No,Casi nunca,Heterosexual,Comuna Occidental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,VARIOS_3_MAS,ALTA_>20,SOLO_SIN_NINOS,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
415,Beca,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,Si,0,No,No,No,Frecuentemente,Heterosexual,Comuna Norte,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,ALTA_>20,SOLO_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
317,Beca,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,No,No,No,Casi nunca,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,MEDIO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
652,Recursos propios,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Frecuentemente,Heterosexual,Comuna Occidental,Media,Media,No,No,No étnico,ALTO,BASICOS,NINGUNO,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,3–3.99
477,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,Si,0,No,Sí,No,Casi nunca,Heterosexual,Municipios Aledaños,Básica,Básica,Sí,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
251,Beca,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Frecuentemente,Heterosexual,Comuna Sur Occidental,Básica,Media,Sí,No,No étnico,MEDIO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,SOLO_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
352,Otro / No aplica,SIN_CARGAS,No,Diurno,Arrendada,Zona urbana,Si,No,0,No,No,No,Nunca,Heterosexual,Comuna Norte,Media,Superior,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,NO_TRABAJA,SOLO_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,4–5,4–5,4–5
496,Recursos propios,SIN_CARGAS,No,Diurno,Propia pagandose,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Oriental,Media,Media,No,No,No étnico,BAJO,COMPLETOS,NINGUNO,NO_TRABAJA,SOLO_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
50,Beca,SIN_CARGAS,Si,Mixto,Arrendada,Zona urbana,No,Si,0,Si,No,No responde,Con poca frecuencia,Heterosexual,Comuna Oriental,Media,Media,No,No,No reportado,ALTO,BASICOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,MULTIPLE,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,4–5
471,Otro / No aplica,SIN_CARGAS,No,Diurno,Propia pagada,Zona urbana,Si,Si,0,Si,No,No,Casi nunca,Heterosexual,Comuna Oriental,Básica,Básica,No,No,No étnico,MEDIO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,SIN,NINGUNO,NORMAL,3–3.99,4–5,4–5,4–5
32,Beca,SIN_CARGAS,Si,Diurno,Arrendada,Zona rural,Si,Si,0,Si,No,No,Frecuentemente,Heterosexual,Municipios Aledaños,Básica,Media,No,No,No étnico,BAJO,COMPLETOS,POCOS_1_2,NO_TRABAJA,HOGAR_SIN_NINOS,COGNITIVA,NINGUNO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
462,Recursos propios,SIN_CARGAS,No,Diurno,Arrendada,Zona rural,Si,Si,0,No,Sí,No,Con poca frecuencia,Heterosexual,Comuna Sur Occidental,Media,Media,No,No,No étnico,ALTO,COMPLETOS,POCOS_1_2,PARCIAL_1_20,CON_NINOS_1_2,SIN,NINGUNO,BAJO_PESO,4–5,4–5,4–5,4–5
287,Beca,SIN_CARGAS,No,Mixto,Arrendada,Zona urbana,Si,Si,0,No,No,No,Con poca frecuencia,Heterosexual,Comuna Norte,Básica,Básica,No,No,No étnico,ALTO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,BAJO,NORMAL,3–3.99,3–3.99,3–3.99,3–3.99
123,Recursos propios,SIN_CARGAS,Si,Diurno,Arrendada,Zona urbana,Si,Si,0,Si,No,No,Con poca frecuencia,Heterosexual,Comuna Occidental,Superior,Media,No,No,No étnico,BAJO,COMPLETOS,VARIOS_3_MAS,NO_TRABAJA,CON_NINOS_1_2,COGNITIVA,NINGUNO,NORMAL,4–5,4–5,4–5,4–5
